study_accession	study_title	study_type	design_description	library_selection	library_layout	library_construction_protocol	instrument_model	platform_parameters	sample	run	updated_date	class/strategy	Plant Age	Plant Material	Development stage of tissue(if given)	line/Cultivar	genetic information/line	Mutant/WT	Treatment	Experiment keywords	Otherinfo about sample	Abstract	Submission center	Lab/PI	Submission date
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794167	ERR965650	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL80	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794170	ERR965653	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL83	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794088	ERR965571	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL114	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794176	ERR965659	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL90	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794119	ERR965602	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL18	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794129	ERR965612	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL36	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794163	ERR965646	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL73	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794157	ERR965640	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL66	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794153	ERR965636	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL62	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794175	ERR965658	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL89	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794181	ERR965664	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL94	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794121	ERR965604	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL23	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794110	ERR965593	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL136	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794142	ERR965625	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL50	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794140	ERR965623	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL48	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794116	ERR965599	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL141	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794091	ERR965574	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL117	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794158	ERR965641	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL67	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
SRP001145	A First Generation Haplotype Map of Maize	Population Genomics	NA	RANDOM	PAIRED - NOMINAL_SDEV: 44; NOMINAL_LENGTH: 145; 	"We sampled the first 0.5cm of the most basal part of leaf 4 3 days after appearance, always at the same time of the day to minimize diurNAl effects All traits were measured in a series of experiments in a single growth chamber. RILs were grown in a randomized design each time along with their respective parents. Experiments were conducted under controlled growth chamber conditions (24???_???C, 55% relative humidity, light intensity of 170mmol m-2 s-1 photosynthetic active radiation, in a 16h/8h day-night cycle). Total RNA was extracted using Trizol (Invitrogen) according to manufacturer??????_?????_?s instructions, followed by DNA digestion using the RNAse-free DNAse I kit (Qiagen).  Library preparation was done using the TruSeq RNA Sample Preparation Kit v2 (IllumiNA). In brief, polyA containing mRNA molecules are reverse transcribed, double-stranded cDNA is generated and adapters are ligated."	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	ERS794144	ERR965627	10/22/15	RNA-Seq	vegetative	leaf 4	NA	RIL52	RIL	WT	NA	RIL mapping	NA	"The RIL population used in this study is derived from a cross between parental lines B73 and H99, followed by 12 generations of self-polliNAtion. In total 142 RILs were generated and 223 markers were used for mapping these RILs (Marino et al. (2009) Mol Genet Genomics, 281:163-179). The transcriptome of a randomly chosen subset of 103 RILs was aNAlyzed in this study using RNA-seq."	"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI"	European Nucleotide Archive	NA
